P100_left,P100_right,P200_left,P200_right,P200_both,P300_left,P300_right,condition,id
0.20213737861756484,0.052692910569763066,-0.15675149504311622,-0.04691550872578929,-0.1076410108087452,0.36881294084521654,-0.05282165576732265,Rest,0
0.19487483207321424,-0.09711944338655262,0.13940304775549403,-0.02537594597329914,0.06198667620110435,0.20787183924648264,0.17257822577560022,Rest,1
0.1419788653872995,0.0037627505745195917,0.21548901491718853,0.1368074291326506,0.1630166279148666,0.11999577752354337,0.2192445974053946,Rest,2
0.07432387427459375,0.1198121874297509,0.11119434864307907,0.14154755314764828,0.1295421124497857,0.023377064979005702,-0.09857503844216099,Rest,3
0.14203028486321687,0.20059579069153052,0.20039689113555154,0.20785942718928893,0.20963763028245014,-0.09313347681552095,0.06944744097209911,Rest,4
0.3221827070655048,0.29593969664974606,0.39473061779617374,0.26874163960939523,0.31658130740334134,0.10590938736463942,0.06478164891655887,Rest,5
-0.1249885818653145,-0.3008235415038611,0.00103760168582417,8.005014947362036e-05,-0.0011467446723987206,0.10168951486789247,0.18937015237834526,Rest,6
0.013566528434898282,0.11305382292919874,0.19897832556217568,0.16521193504894247,0.1872472162997265,0.22097078788886484,0.18655812481662462,Rest,7
0.14362490083533222,-0.04538465772648034,0.297127836119581,0.15402557563656102,0.22572042110621804,0.38077087652031777,0.06055415769106481,Rest,8
-0.05310766808468538,0.05210480115407408,0.5520578011922904,0.3685517277620465,0.4752473871922163,0.05789892960746003,-0.01137967368593856,Rest,9
0.18922531362949122,0.13631664045879038,0.04770192093834125,0.004783023326973359,0.018998719196660963,0.06969616908029674,0.0857401500091067,Rest,10
0.04254286042496274,0.03665013656630024,0.2645518508322289,0.2438486728590159,0.25439509397970755,0.14656061205327853,0.23854582738304128,Rest,11
0.024114370535722275,0.10248169476718545,0.5911093704075574,0.34384861914904047,0.4806850269764781,0.4133707929291781,0.260831763756903,Rest,12
0.022790179955806584,-0.08970544352925608,0.2506396865050838,0.13105225665765374,0.17761242955513093,-0.03160479572905902,-0.08782073499937199,Rest,13
-0.005249271798280593,0.21626759144242963,0.06905171968189751,-0.009977079907781492,0.024075270139346447,0.12369255229130709,0.12934027149482402,Rest,14
0.03349835507553554,-0.01249502712764304,0.3146696416892453,0.24088510511350072,0.3016568618711848,-0.10906092310098638,0.02117424447647257,Rest,15
0.199127236344854,0.06807333479042443,0.2957955459075623,0.20867298474758006,0.2538288702829603,-0.13862858809588435,0.2654736679123558,Rest,16
0.2543232675806194,0.23644306223045303,0.2263666837854912,0.22040241717280476,0.22736011397495556,0.08302205683985342,0.004237027319363006,Rest,17
-0.05869998304504308,-0.11370855417061539,-0.04533549272509548,-0.18788886785495432,-0.11157319575849119,0.13791984878963084,-0.1070936697680325,Rest,18
0.3709269574549361,0.26432349320438653,0.2683180546175766,0.20976716673103185,0.23739143842669133,0.02195176164033312,0.1530848655778867,Rest,19
0.07642850636802671,0.07374605047771338,0.17090441922995678,0.1266170940082982,0.12911554933959035,0.2203757851852465,0.15433813087309542,Rest,20
-0.18108532516517412,0.18664841347400146,0.2557084793898717,0.39406581965595,0.3295238356900475,-0.1789996277078331,-0.06949691583748085,Rest,21
-0.02016960075261067,-0.048574645246671405,0.11765811301228209,0.09248774265248243,0.09726391632670288,0.19416061573724056,-0.18235521418544967,Rest,22
0.14677300642354685,-0.03339765036889947,0.31607739795334094,0.36793286483312476,0.3629160886504207,0.38968220140676024,0.19670005938406368,Rest,23
0.09116671310954863,0.06928760114302407,0.5510539553303275,0.6320673129738784,0.5862913730456134,0.2750450849047702,0.3106829352113421,Rest,24
0.16708203713199116,-0.06029816013002896,0.2795498405882016,0.15346450337364162,0.21685707292403303,0.06546207375348939,-0.14571142324612094,Rest,25
0.1970932646677261,0.026333615359197062,-0.15345752388719178,-0.08678377618907544,-0.13196345432685405,-0.054539862243981135,-0.057265400341277105,Rest,26
